日期,星期,最高温度,最低温度,天气,风向
2021/4/10, 星期六 ,26℃,16℃,晴,东风 2级
2021/4/11, 星期日 ,27℃,17℃,晴,东南风 2级
2021/4/12, 星期一 ,30℃,20℃,晴,南风 2级
2021/4/13, 星期二 ,30℃,18℃,阴,东南风 2级
2021/4/14, 星期三 ,22℃,16℃,多云,东风 3级
2021/4/15, 星期四 ,20℃,16℃,小雨,东风 3级
2021/4/16, 星期五 ,26℃,19℃,阴,东南风 2级
2021/4/17, 星期六 ,27℃,17℃,阴,东风 2级
2021/4/18, 星期日 ,26℃,17℃,阴,东北风 3级
2021/4/19, 星期一 ,25℃,17℃,阴,东北风 2级
2021/4/20, 星期二 ,28℃,17℃,晴,东北风 3级
2021/4/21, 星期三 ,31℃,19℃,晴,东风 3级
2021/4/22, 星期四 ,32℃,20℃,晴,东南风 2级
2021/4/23, 星期五 ,30℃,20℃,多云,东风 2级
2021/4/24, 星期六 ,25℃,21℃,多云,东风 2级
2021/4/25, 星期日 ,23℃,18℃,阴,东北风 2级
2021/4/26, 星期一 ,28℃,19℃,多云,东风 2级
2021/4/27, 星期二 ,22℃,19℃,阴,西南风 1级
2021/4/28, 星期三 ,22℃,20℃,小雨到中雨,东风 1级
2021/4/29, 星期四 ,19℃,18℃,晴,东风 2级
2021/4/30, 星期五 ,30℃,18℃,多云,西南风 2级
2021/5/1, 星期六 ,31℃,20℃,多云,南风 2级
2021/5/2, 星期日 ,29℃,20℃,阴,东风 2级
2021/5/3, 星期一 ,24℃,21℃,小雨,东风 1级
2021/5/4, 星期二 ,26℃,21℃,中雨到大雨,南风 2级
2021/5/5, 星期三 ,27℃,18℃,多云,东北风 3级
2021/5/6, 星期四 ,26℃,20℃,多云,东风 2级
2021/5/7, 星期五 ,30℃,22℃,多云,南风 2级
2021/5/8, 星期六 ,30℃,23℃,多云,南风 2级
2021/5/9, 星期日 ,29℃,22℃,阴,东南风 2级
2021/5/10, 星期一 ,30℃,22℃,多云,南风 2级
2021/5/11, 星期二 ,31℃,24℃,阴,南风 2级
2021/5/12, 星期三 ,32℃,25℃,多云,南风 2级
2021/5/13, 星期四 ,33℃,25℃,阴,南风 2级
2021/5/14, 星期五 ,32℃,25℃,多云,南风 2级
2021/5/15, 星期六 ,33℃,24℃,晴,南风 2级
2021/5/16, 星期日 ,36℃,25℃,多云,南风 2级
2021/5/17, 星期一 ,34℃,25℃,中雨到大雨,南风 2级
2021/5/18, 星期二 ,31℃,25℃,大雨到暴雨,东风 3级
2021/5/19, 星期三 ,31℃,25℃,阴,南风 2级
2021/5/20, 星期四 ,33℃,25℃,多云转小雨,南风 2级
2021/5/21, 星期五 ,34℃,25℃,阴,南风 2级
2021/5/22, 星期六 ,33℃,26℃,阴到小雨,东南风 2级
2021/5/23, 星期日 ,31℃,25℃,多云,东南风 2级
2021/5/24, 星期一 ,33℃,23℃,小雨到中雨,东南风 2级
2021/5/25, 星期二 ,28℃,23℃,多云,东风 2级
2021/5/26, 星期三 ,31℃,26℃,多云,南风 2级
2021/5/27, 星期四 ,35℃,26℃,阴,西南风 2级
2021/5/28, 星期五 ,36℃,25℃,小雨,西南风 2级
2021/5/29, 星期六 ,27℃,24℃,中雨到大雨,东风 2级
2021/5/30, 星期日 ,25℃,23℃,中雨到大雨,东风 2级
2021/5/31, 星期一 ,26℃,23℃,小雨到中雨,东北风 2级
2021/6/1, 星期二 ,29℃,23℃,阴,东风 1级
2021/6/2, 星期三 ,31℃,25℃,小雨,西南风 2级
2021/6/3, 星期四 ,33℃,25℃,多云,西南风 2级
2021/6/4, 星期五 ,33℃,23℃,阴,东南风 2级
2021/6/5, 星期六 ,37℃,23℃,晴,西南风 4级
2021/6/6, 星期日 ,28℃,22℃,晴,东风 2级
2021/6/7, 星期一 ,26℃,22℃,阴,东北风 2级
2021/6/8, 星期二 ,30℃,24℃,阴,东风 2级
2021/6/9, 星期三 ,31℃,24℃,阴,东南风 1级
2021/6/10, 星期四 ,33℃,25℃,阴,西南风 2级
2021/6/11, 星期五 ,33℃,25℃,多云,西南风 2级
2021/6/12, 星期六 ,33℃,25℃,阴,东南风 2级
2021/6/13, 星期日 ,31℃,26℃,多云,西南风 3级
2021/6/14, 星期一 ,34℃,26℃,阴,西南风 2级
2021/6/15, 星期二 ,35℃,27℃,阴,西南风 2级
2021/6/16, 星期三 ,26℃,23℃,阴,东北风 2级
2021/6/17, 星期四 ,37℃,27℃,多云,西南风 2级
2021/6/18, 星期五 ,25℃,19℃,阴,西南风 1级
2021/6/19, 星期六 ,37℃,27℃,多云,西南风 2级
2021/6/20, 星期日 ,37℃,27℃,多云,西南风 2级
2021/6/21, 星期一 ,34℃,24℃,阴,东风 2级
2021/6/22, 星期二 ,27℃,22℃,阴到小雨,东风 3级
2021/6/23, 星期三 ,29℃,24℃,多云,东北风 2级
2021/6/24, 星期四 ,30℃,25℃,阴,东北风 2级
2021/6/25, 星期五 ,30℃,25℃,阴,东风 2级
2021/6/26, 星期六 ,31℃,25℃,小雨,西南风 2级
2021/6/27, 星期日 ,33℃,26℃,阴,西南风 2级
2021/6/28, 星期一 ,32℃,25℃,多云,西南风 3级
2021/6/29, 星期二 ,31℃,25℃,阴,西南风 2级
2021/6/30, 星期三 ,32℃,25℃,阴,西南风 2级
2021/7/1, 星期四 ,32℃,26℃,多云,南风 2级
2021/7/2, 星期五 ,34℃,26℃,多云,南风 2级
2021/7/3, 星期六 ,33℃,26℃,多云,南风 3级
2021/7/4, 星期日 ,34℃,26℃,多云,南风 2级
2021/7/5, 星期一 ,36℃,26℃,多云,西南风 2级
2021/7/6, 星期二 ,33℃,26℃,多云,南风 2级
2021/7/7, 星期三 ,33℃,25℃,多云转小雨,南风 2级
2021/7/8, 星期四 ,35℃,25℃,晴,西南风 2级
2021/7/9, 星期五 ,34℃,26℃,多云,南风 3级
2021/7/10, 星期六 ,34℃,25℃,阴,南风 2级
2021/7/11, 星期日 ,30℃,27℃,阴,南风 4级
2021/7/12, 星期一 ,34℃,26℃,多云,南风 3级
2021/7/13, 星期二 ,32℃,26℃,晴,南风 3级
2021/7/14, 星期三 ,33℃,26℃,晴,南风 2级
2021/7/15, 星期四 ,35℃,25℃,多云转小雨,东风 2级
2021/7/16, 星期五 ,24℃,23℃,阴,西北风 2级
2021/7/17, 星期六 ,31℃,24℃,阴,北风 3级
2021/7/18, 星期日 ,33℃,26℃,阴,东风 3级
2021/7/19, 星期一 ,27℃,22℃,小雨,东风 2级
2021/7/20, 星期二 ,31℃,25℃,阴,东北风 2级
2021/7/21, 星期三 ,28℃,24℃,阴到小雨,东北风 1级
2021/7/22, 星期四 ,34℃,26℃,阴,西风 2级
2021/7/23, 星期五 ,34℃,26℃,小雨,东风 2级
2021/7/24, 星期六 ,35℃,27℃,多云,西南风 2级
2021/7/25, 星期日 ,37℃,27℃,多云,西南风 2级
2021/7/26, 星期一 ,32℃,24℃,多云,东北风 2级
2021/7/27, 星期二 ,36℃,27℃,多云转小雨,南风 2级
2021/7/28, 星期三 ,35℃,26℃,阴转小雨,南风 2级
2021/7/29, 星期四 ,33℃,27℃,多云,南风 3级
2021/7/30, 星期五 ,34℃,26℃,晴,南风 3级
2021/7/31, 星期六 ,32℃,26℃,小雨,南风 1级
2021/8/1, 星期日 ,34℃,26℃,小雨转多云,西南风 1级
2021/8/2, 星期一 ,31℃,23℃,多云,东风 2级
2021/8/3, 星期二 ,34℃,26℃,多云,西风 2级
2021/8/4, 星期三 ,32℃,26℃,小雨转阴,东风 2级
2021/8/5, 星期四 ,31℃,26℃,中雨到大雨,东风 3级
2021/8/6, 星期五 ,27℃,26℃,阴到大雨,西风 2级
2021/8/7, 星期六 ,36℃,26℃,多云,西风 2级
2021/8/8, 星期日 ,34℃,26℃,多云,东南风 2级
2021/8/9, 星期一 ,33℃,26℃,小雨到中雨,南风 2级
2021/8/10, 星期二 ,32℃,22℃,多云,东南风 2级
2021/8/11, 星期三 ,31℃,25℃,多云,南风 2级
2021/8/12, 星期四 ,32℃,26℃,小雨,南风 2级
2021/8/13, 星期五 ,33℃,26℃,阴,南风 2级
2021/8/14, 星期六 ,32℃,26℃,多云,南风 2级
2021/8/15, 星期日 ,33℃,25℃,小雨到大雨,南风 2级
2021/8/16, 星期一 ,34℃,26℃,多云,南风 2级
2021/8/17, 星期二 ,33℃,26℃,小雨到大雨,南风 2级
2021/8/18, 星期三 ,30℃,25℃,阴,南风 1级
2021/8/19, 星期四 ,31℃,24℃,小雨,东南风 2级
2021/8/20, 星期五 ,33℃,26℃,多云,南风 2级
2021/8/21, 星期六 ,33℃,25℃,多云,南风 2级
2021/8/22, 星期日 ,33℃,26℃,多云,南风 2级
2021/8/23, 星期一 ,33℃,25℃,多云,南风 2级
2021/8/24, 星期二 ,33℃,25℃,多云,南风 2级
2021/8/25, 星期三 ,31℃,20℃,阴到小雨,西南风 3级
2021/8/26, 星期四 ,34℃,25℃,晴,南风 2级
2021/8/27, 星期五 ,31℃,25℃,晴,东风 2级
2021/8/28, 星期六 ,35℃,25℃,多云,东南风 2级
2021/8/29, 星期日 ,21℃,20℃,小雨,北风 2级
2021/8/30, 星期一 ,34℃,26℃,多云,东北风 2级
2021/8/31, 星期二 ,35℃,25℃,小雨,东北风 2级
2021/9/1, 星期三 ,34℃,25℃,晴,东风 2级
2021/9/2, 星期四 ,35℃,25℃,晴,东南风 3级
2021/9/3, 星期五 ,34℃,25℃,多云,北风 2级
2021/9/4, 星期六 ,24℃,19℃,多云,北风 2级
2021/9/5, 星期日 ,33℃,26℃,多云,东南风 2级
2021/9/6, 星期一 ,33℃,25℃,多云,北风 1级
2021/9/7, 星期二 ,34℃,26℃,多云,南风 1级
2021/9/8, 星期三 ,35℃,25℃,多云,南风 0级
2021/9/9, 星期四 ,35℃,25℃,阴,东北风 2级
2021/9/10, 星期五 ,33℃,27℃,晴,西北风 2级
2021/9/11, 星期六 ,37℃,27℃,多云,东北风 3级
2021/9/12, 星期日 ,34℃,26℃,多云,东风 1级
2021/9/13, 星期一 ,37℃,26℃,小雨到中雨,西北风 1级
2021/9/14, 星期二 ,35℃,25℃,小雨,东南风 3级
2021/9/15, 星期三 ,35℃,25℃,晴,南风 0级
2021/9/16, 星期四 ,33℃,25℃,多云,西北风 1级
2021/9/17, 星期五 ,33℃,25℃,晴,东北风 1级
2021/9/18, 星期六 ,34℃,25℃,晴,西南风 1级
2021/9/19, 星期日 ,31℃,25℃,晴,东南风 2级
2021/9/20, 星期一 ,33℃,26℃,多云,西南风 2级
2021/9/21, 星期二 ,36℃,25℃,小雨到中雨,南风 2级
2021/9/22, 星期三 ,32℃,21℃,晴,东北风 3级
2021/9/23, 星期四 ,34℃,25℃,多云,东南风 1级
2021/9/24, 星期五 ,33℃,26℃,晴,东南风 3级
2021/9/25, 星期六 ,33℃,24℃,晴,东北风 2级
2021/9/26, 星期日 ,32℃,24℃,晴,东风 3级
2021/9/27, 星期一 ,34℃,24℃,晴,东南风 2级
2021/9/28, 星期二 ,33℃,25℃,晴,东风 2级
2021/9/29, 星期三 ,35℃,24℃,晴,东南风 2级
2021/9/30, 星期四 ,33℃,25℃,中雨到大雨,西南风 1级
2021/10/1, 星期五 ,31℃,24℃,小雨,西风 1级
2021/10/2, 星期六 ,32℃,22℃,多云,南风 2级
2021/10/3, 星期日 ,32℃,25℃,晴,东北风 4级
2021/10/4, 星期一 ,33℃,25℃,多云,西南风 5级
2021/10/5, 星期二 ,32℃,25℃,晴,东北风 3级
2021/10/6, 星期三 ,33℃,26℃,晴,东北风 3级
2021/10/7, 星期四 ,32℃,26℃,多云,东北风 3级
2021/10/8, 星期五 ,31℃,27℃,多云,北风 2级
2021/10/9, 星期六 ,32℃,26℃,多云,东北风 4级
2021/10/10, 星期日 ,33℃,26℃,多云,北风 4级
2021/10/11, 星期一 ,32℃,27℃,阴,北风 5级
2021/10/12, 星期二 ,31℃,27℃,多云,东北风 3级
2021/10/13, 星期三 ,33℃,26℃,多云,东南风 3级
2021/10/14, 星期四 ,31℃,25℃,小雨,东北风 3级
2021/10/15, 星期五 ,31℃,25℃,多云,北风 5级
2021/10/16, 星期六 ,30℃,22℃,多云,东北风 4级
2021/10/17, 星期日 ,25℃,19℃,风,东北风 3级
2021/10/18, 星期一 ,25℃,20℃,晴,东北风 2级
2021/10/19, 星期二 ,27℃,22℃,多云,东风 2级
2021/10/20, 星期三 ,26℃,20℃,多云,东风 3级
2021/10/21, 星期四 ,22℃,18℃,小雨,东风 2级
2021/10/22, 星期五 ,19℃,7℃,阴,东南风 1级
2021/10/23, 星期六 ,21℃,18℃,阴,西北风 3级
2021/10/24, 星期日 ,20℃,7℃,阴,南风 2级
2021/10/25, 星期一 ,27℃,19℃,多云,北风 2级
2021/10/26, 星期二 ,27℃,20℃,晴,东北风 3级
2021/10/27, 星期三 ,28℃,21℃,多云,南风 1级
2021/10/28, 星期四 ,26℃,20℃,多云,东北风 2级
2021/10/29, 星期五 ,22℃,11℃,晴,南风 2级
2021/10/30, 星期六 ,25℃,20℃,多云,西南风 1级
2021/10/31, 星期日 ,27℃,20℃,多云,东风 3级
2021/11/1, 星期一 ,25℃,20℃,晴,东北风 3级
2021/11/2, 星期二 ,23℃,20℃,多云,东南风 1级
2021/11/3, 星期三 ,24℃,20℃,多云,西风 2级
2021/11/4, 星期四 ,25℃,20℃,多云,东风 2级
2021/11/5, 星期五 ,29℃,21℃,晴,东南风 2级
2021/11/6, 星期六 ,30℃,22℃,多云,东南风 3级
2021/11/7, 星期日 ,28℃,15℃,多云,东风 1级
2021/11/8, 星期一 ,19℃,13℃,多云,东北风 3级
2021/11/9, 星期二 ,21℃,14℃,多云,北风 3级
2021/11/10, 星期三 ,23℃,12℃,晴,东风 2级
2021/11/11, 星期四 ,23℃,17℃,多云,东风 3级
2021/11/12, 星期五 ,22℃,16℃,多云,西南风 5级
2021/11/13, 星期六 ,22℃,15℃,阴,东北风 2级
2021/11/14, 星期日 ,18℃,4℃,多云,西风 2级
2021/11/15, 星期一 ,22℃,17℃,多云,南风 0级
2021/11/16, 星期二 ,23℃,19℃,多云,东风 2级
2021/11/17, 星期三 ,23℃,19℃,多云,北风 2级
2021/11/18, 星期四 ,24℃,17℃,多云,东南风 1级
2021/11/19, 星期五 ,27℃,17℃,晴,东风 3级
2021/11/20, 星期六 ,27℃,18℃,多云转晴,东北风 2级
2021/11/21, 星期日 ,28℃,18℃,晴,西北风 1级
2021/11/22, 星期一 ,9℃,0℃,多云,西北风 3级
2021/11/23, 星期二 ,19℃,12℃,多云,东风 2级
2021/11/24, 星期三 ,20℃,12℃,晴,北风 3级
2021/11/25, 星期四 ,24℃,13℃,多云,东风 3级
2021/11/26, 星期五 ,22℃,15℃,多云,东北风 4级
2021/11/27, 星期六 ,25℃,16℃,多云,西南风 2级
2021/11/28, 星期日 ,23℃,18℃,多云,东北风 3级
2021/11/29, 星期一 ,26℃,18℃,多云,东北风 3级
2021/11/30, 星期二 ,26℃,10℃,晴,西北风 4级
2021/12/1, 星期三 ,18℃,11℃,多云,东北风 3级
2021/12/2, 星期四 ,21℃,10℃,晴,西风 2级
2021/12/3, 星期五 ,20℃,11℃,晴,东北风 3级
2021/12/4, 星期六 ,20℃,13℃,晴,东北风 4级
2021/12/5, 星期日 ,17℃,3℃,多云,东风 1级
2021/12/6, 星期一 ,21℃,14℃,多云,东北风 3级
2021/12/7, 星期二 ,10℃,3℃,阴,西风 1级
2021/12/8, 星期三 ,22℃,14℃,晴,西南风 2级
2021/12/9, 星期四 ,23℃,15℃,晴,北风 3级
2021/12/10, 星期五 ,23℃,16℃,晴,东北风 2级
2021/12/11, 星期六 ,23℃,14℃,晴,东北风 2级
2021/12/12, 星期日 ,23℃,14℃,多云,东风 3级
2021/12/13, 星期一 ,21℃,15℃,多云,东北风 3级
2021/12/14, 星期二 ,22℃,15℃,晴转多云,东北风 2级
2021/12/15, 星期三 ,24℃,17℃,晴,西北风 2级
2021/12/16, 星期四 ,27℃,18℃,多云,东南风 3级
2021/12/17, 星期五 ,21℃,12℃,多云,东北风 4级
2021/12/18, 星期六 ,17℃,10℃,风,东风 3级
2021/12/19, 星期日 ,13℃,3℃,晴,西南风 2级
2021/12/20, 星期一 ,16℃,4℃,晴,西南风 2级
2021/12/21, 星期二 ,15℃,13℃,大雨,西风 2级
2021/12/22, 星期三 ,17℃,15℃,多云,东风 2级
2021/12/23, 星期四 ,18℃,15℃,多云,西风 1级
2021/12/24, 星期五 ,2℃,-4℃,多云,东北风 3级
2021/12/25, 星期六 ,18℃,10℃,多云,东北风 4级
2021/12/26, 星期日 ,13℃,9℃,多云,西南风 1级
2021/12/27, 星期一 ,13℃,9℃,多云,东风 2级
2021/12/28, 星期二 ,18℃,12℃,晴,西北风 1级
2021/12/29, 星期三 ,20℃,13℃,多云,东风 3级
2021/12/30, 星期四 ,17℃,11℃,阴,东北风 2级
2021/12/31, 星期五 ,17℃,10℃,多云,北风 3级
2022/1/1, 星期六 ,19℃,11℃,晴,东北风 2级
2022/1/2, 星期日 ,11℃,4℃,晴,西风 1级
2022/1/3, 星期一 ,19℃,13℃,晴,东风 2级
2022/1/4, 星期二 ,20℃,13℃,多云,东风 3级
2022/1/5, 星期三 ,21℃,16℃,多云,东北风 2级
2022/1/6, 星期四 ,6℃,-7℃,晴,西南风 1级
2022/1/7, 星期五 ,18℃,11℃,晴,东北风 2级
2022/1/8, 星期六 ,18℃,11℃,晴,东风 2级
2022/1/9, 星期日 ,18℃,12℃,多云,东风 2级
2022/1/10, 星期一 ,9℃,2℃,阴,北风 1级
2022/1/11, 星期二 ,14℃,9℃,多云,东北风 3级
2022/1/12, 星期三 ,14℃,9℃,多云,东风 3级
2022/1/13, 星期四 ,18℃,11℃,多云,东风 3级
2022/1/14, 星期五 ,14℃,9℃,多云,东风 3级
2022/1/15, 星期六 ,19℃,10℃,晴,东风 1级
2022/1/16, 星期日 ,20℃,12℃,晴,北风 3级
2022/1/17, 星期一 ,14℃,0℃,晴,南风 2级
2022/1/18, 星期二 ,17℃,12℃,多云,东北风 3级
2022/1/19, 星期三 ,21℃,12℃,晴,东北风 3级
2022/1/20, 星期四 ,20℃,13℃,多云,西北风 2级
2022/1/21, 星期五 ,16℃,12℃,阴到小雨,东北风 3级
2022/1/22, 星期六 ,19℃,14℃,多云,东北风 2级
2022/1/23, 星期日 ,10℃,8℃,阴,东北风 1级
2022/1/24, 星期一 ,18℃,13℃,多云,东北风 3级
2022/1/25, 星期二 ,18℃,13℃,多云,东风 2级
2022/1/26, 星期三 ,20℃,15℃,多云,东北风 1级
2022/1/27, 星期四 ,20℃,15℃,晴转多云,东风 2级
2022/1/28, 星期五 ,18℃,14℃,多云,东风 3级
2022/1/29, 星期六 ,17℃,12℃,多云,东北风 2级
2022/1/30, 星期日 ,15℃,9℃,多云,东北风 2级
2022/1/31, 星期一 ,13℃,8℃,小雨,东北风 2级
2022/2/1, 星期二 ,12℃,10℃,大雨,东北风 3级
2022/2/2, 星期三 ,13℃,11℃,小雨,东北风 2级
2022/2/3, 星期四 ,13℃,10℃,中雨,东风 2级
2022/2/4, 星期五 ,13℃,10℃,多云,东北风 2级
2022/2/5, 星期六 ,14℃,9℃,多云,东北风 3级
2022/2/6, 星期日 ,14℃,10℃,多云,西北风 1级
2022/2/7, 星期一 ,12℃,11℃,中雨,东北风 2级
2022/2/8, 星期二 ,16℃,11℃,雾,东北风 3级
2022/2/9, 星期三 ,17℃,12℃,多云,东风 2级
2022/2/10, 星期四 ,17℃,12℃,雾,东北风 3级
2022/2/11, 星期五 ,19℃,12℃,雾,东风 3级
2022/2/12, 星期六 ,18℃,13℃,雾,东北风 2级
2022/2/13, 星期日 ,17℃,12℃,多云,东北风 2级
2022/2/14, 星期一 ,17℃,9℃,雾,东北风 2级
2022/2/15, 星期二 ,17℃,11℃,晴,东北风 3级
2022/2/16, 星期三 ,18℃,12℃,多云,东北风 4级
2022/2/17, 星期四 ,15℃,11℃,多云,东北风 2级
2022/2/18, 星期五 ,15℃,11℃,多云,东风 1级
2022/2/19, 星期六 ,13℃,7℃,小雨,北风 2级
2022/2/20, 星期日 ,6℃,5℃,雨夹雪,东北风 4级
2022/2/21, 星期一 ,10℃,5℃,小雨,北风 3级
2022/2/22, 星期二 ,10℃,9℃,中雨,东北风 2级
2022/2/23, 星期三 ,11℃,8℃,小雨,东北风 3级
2022/2/24, 星期四 ,16℃,8℃,阴,东北风 2级
2022/2/25, 星期五 ,17℃,10℃,阴,东北风 3级
2022/2/26, 星期六 ,19℃,12℃,阴,东风 2级
2022/2/27, 星期日 ,20℃,12℃,阴,东南风 1级
2022/2/28, 星期一 ,24℃,15℃,阴,西南风 1级
2022/3/1, 星期二 ,21℃,15℃,晴,南风 2级
2022/3/2, 星期三 ,21℃,15℃,多云,东北风 2级
2022/3/3, 星期四 ,25℃,14℃,多云转晴,东风 1级
2022/3/4, 星期五 ,22℃,16℃,晴,东风 2级
2022/3/5, 星期六 ,19℃,15℃,晴,东风 1级
2022/3/6, 星期日 ,18℃,12℃,多云,东北风 4级
2022/3/7, 星期一 ,19℃,9℃,多云转晴,东风 2级
2022/3/8, 星期二 ,20℃,7℃,晴,西南风 3级
2022/3/9, 星期三 ,23℃,8℃,晴,东风 3级
2022/3/10, 星期四 ,25℃,14℃,晴,东北风 1级
2022/3/11, 星期五 ,25℃,14℃,晴,北风 1级
2022/3/12, 星期六 ,25℃,15℃,晴,东南风 3级
2022/3/13, 星期日 ,26℃,17℃,多云,南风 3级
2022/3/14, 星期一 ,26℃,18℃,多云,东风 1级
2022/3/15, 星期二 ,27℃,18℃,多云,东风 1级
2022/3/16, 星期三 ,25℃,18℃,阴,东南风 2级
2022/3/17, 星期四 ,25℃,18℃,多云,东南风 2级
2022/3/18, 星期五 ,27℃,16℃,多云,西北风 1级
2022/3/19, 星期六 ,25℃,16℃,晴,东北风 3级
2022/3/20, 星期日 ,7℃,2℃,阴,东风 1级
2022/3/21, 星期一 ,5℃,2℃,多云,东北风 1级
2022/3/22, 星期二 ,21℃,13℃,小雨到中雨,东北风 3级
2022/3/23, 星期三 ,17℃,13℃,阴,东风 2级
2022/3/24, 星期四 ,17℃,12℃,小雨到中雨,西北风 1级
2022/3/25, 星期五 ,22℃,15℃,阴,西风 3级
2022/3/26, 星期六 ,26℃,15℃,阴,东北风 1级
2022/3/27, 星期日 ,18℃,14℃,多云,东北风 3级
2022/3/28, 星期一 ,14℃,11℃,小雨,东北风 3级
2022/3/29, 星期二 ,21℃,12℃,多云转阴,东北风 2级
2022/3/30, 星期三 ,25℃,18℃,晴,东风 2级
2022/3/31, 星期四 ,25℃,16℃,多云,东风 4级
2022/4/1, 星期五 ,18℃,13℃,风,东北风 3级
2022/4/2, 星期六 ,18℃,7℃,晴,西南风 2级
2022/4/3, 星期日 ,21℃,11℃,晴,东北风 2级
2022/4/4, 星期一 ,21℃,13℃,晴,东北风 3级
2022/4/5, 星期二 ,23℃,15℃,晴,东风 3级
2022/4/6, 星期三 ,26℃,10℃,小雨,西风 3级
2022/4/7, 星期四 ,25℃,16℃,多云,东北风 3级
2022/4/8, 星期五 ,26℃,17℃,晴,东风 3级
2022/4/9, 星期六 ,27℃,17℃,晴,东北风 2级
2022/4/10, 星期日 ,27℃,17℃,晴,北风 2级
2022/4/11, 星期一 ,27℃,17℃,晴,东南风 2级
2022/4/12, 星期二 ,28℃,19℃,晴,西北风 2级
2022/4/13, 星期三 ,27℃,20℃,晴,西南风 2级
2022/4/14, 星期四 ,29℃,19℃,多云,东北风 3级
2022/4/15, 星期五 ,25℃,17℃,多云,东风 4级
2022/4/16, 星期六 ,22℃,16℃,风,东北风 4级
2022/4/17, 星期日 ,22℃,15℃,多云,东北风 2级
2022/4/18, 星期一 ,24℃,17℃,小雨,东风 2级
2022/4/19, 星期二 ,18℃,15℃,多云,东北风 2级
2022/4/20, 星期三 ,21℃,17℃,多云,东风 2级
2022/4/21, 星期四 ,25℃,17℃,多云,西南风 2级
2022/4/22, 星期五 ,28℃,21℃,多云,南风 1级
2022/4/23, 星期六 ,30℃,21℃,小雨到中雨,西风 1级
2022/4/24, 星期日 ,29℃,21℃,多云,东南风 2级
2022/4/25, 星期一 ,30℃,23℃,晴,南风 3级
2022/4/26, 星期二 ,31℃,23℃,晴,南风 2级
2022/4/27, 星期三 ,31℃,22℃,多云,东风 2级
2022/4/28, 星期四 ,20℃,13℃,小雨,北风 1级
2022/4/29, 星期五 ,31℃,21℃,多云,西南风 1级
2022/4/30, 星期六 ,24℃,19℃,多云,东风 3级
2022/5/1, 星期日 ,19℃,14℃,小雨,东北风 3级
2022/5/2, 星期一 ,28℃,15℃,晴,西南风 2级
2022/5/3, 星期二 ,24℃,18℃,多云,东风 3级
2022/5/4, 星期三 ,26℃,19℃,多云,北风 3级
2022/5/5, 星期四 ,27℃,19℃,多云,东北风 2级
2022/5/6, 星期五 ,27℃,20℃,阴,东风 1级
2022/5/7, 星期六 ,26℃,21℃,小雨,西北风 2级
2022/5/8, 星期日 ,25℃,20℃,多云,东南风 1级
2022/5/9, 星期一 ,23℃,19℃,小雨,东风 1级
2022/5/10, 星期二 ,27℃,18℃,多云,东北风 2级
2022/5/11, 星期三 ,20℃,11℃,多云,西南风 3级
2022/5/12, 星期四 ,23℃,20℃,小雨到中雨,西南风 1级
2022/5/13, 星期五 ,22℃,13℃,多云,东南风 2级
2022/5/14, 星期六 ,21℃,19℃,小雨到中雨,东北风 3级
2022/5/15, 星期日 ,17℃,15℃,多云,东北风 4级
2022/5/16, 星期一 ,20℃,15℃,多云,东北风 3级
2022/5/17, 星期二 ,23℃,15℃,晴,东北风 3级
2022/5/18, 星期三 ,25℃,19℃,多云,东北风 2级
2022/5/19, 星期四 ,28℃,21℃,晴,东风 3级
2022/5/20, 星期五 ,28℃,21℃,小雨到中雨,东风 3级
2022/5/21, 星期六 ,25℃,21℃,多云,北风 2级
2022/5/22, 星期日 ,23℃,20℃,多云,东北风 2级
2022/5/23, 星期一 ,25℃,21℃,小雨,东风 3级
2022/5/24, 星期二 ,24℃,21℃,阴,东南风 1级
2022/5/25, 星期三 ,26℃,21℃,小雨到中雨,东风 3级
2022/5/26, 星期四 ,26℃,21℃,多云,东北风 4级
2022/5/27, 星期五 ,25℃,20℃,小雨,东北风 2级
2022/5/28, 星期六 ,27℃,21℃,多云,南风 1级
2022/5/29, 星期日 ,30℃,24℃,小雨,南风 4级
2022/5/30, 星期一 ,30℃,25℃,阴,南风 2级
2022/5/31, 星期二 ,29℃,25℃,多云,南风 2级
2022/6/1, 星期三 ,30℃,24℃,多云,西南风 2级
2022/6/2, 星期四 ,31℃,24℃,小雨,南风 3级
2022/6/3, 星期五 ,35℃,24℃,多云,西南风 2级
2022/6/4, 星期六 ,31℃,25℃,小雨,南风 3级
2022/6/5, 星期日 ,32℃,26℃,多云,西南风 3级
2022/6/6, 星期一 ,30℃,22℃,阴,东北风 3级
2022/6/7, 星期二 ,25℃,20℃,大雨到暴风雨,东风 2级
2022/6/8, 星期三 ,24℃,20℃,小雨到大雨,东北风 2级
2022/6/9, 星期四 ,25℃,20℃,小雨,东北风 2级
2022/6/10, 星期五 ,27℃,22℃,多云,西南风 2级
2022/6/11, 星期六 ,29℃,24℃,小雨到大雨,西南风 2级
2022/6/12, 星期日 ,26℃,22℃,小雨到中雨,东风 1级
2022/6/13, 星期一 ,27℃,26℃,小雨,西南风 3级
2022/6/14, 星期二 ,28℃,23℃,中雨,西风 2级
2022/6/15, 星期三 ,26℃,23℃,中雨到大雨,西风 2级
2022/6/16, 星期四 ,27℃,23℃,小雨到中雨,南风 2级
2022/6/17, 星期五 ,27℃,24℃,阴到小雨,西南风 1级
2022/6/18, 星期六 ,30℃,24℃,多云,南风 3级
